objectid,GlobalID,How Were the Subject(s) Found?,Specify Other for How Subject(s) Were Found,Subject Mobility and Responsiveness,ParentGlobalID,CreationDate,Creator,EditDate,Editor,Linked_Incident_UUID,Linked_Team,Linked_Incident_Date,Found_Date,Found_UUID,x,y
2332,39f7e27a-1ec1-4f0f-b2ee-300b661dab4c,PASSERBY,,Immobile_and_Unresponsive,610a9c09-fe9d-4e62-959f-4279a6297fc0,2/1/2020 3:23:56 PM,H821382,2/1/2020 3:23:56 PM,H821382,a289fcfa-a77c-4735-8a4a-c149cc8dc197,Larimer_County_SAR,7/27/2018 8:37:00 AM,,,-105.394880464266,40.4089128720831
2333,d76d3871-1b73-4d5f-9c67-0c7541665538,GROUND_TEAM,,Mobile_and_Responsive,a532e603-8bac-4428-be5a-7acc58df080d,2/1/2020 4:01:14 PM,H821382,2/1/2020 4:01:14 PM,H821382,9298ecab-f35c-494c-9392-693700ba700f,Larimer_County_SAR,7/31/2018 12:12:00 AM,,,-105.296890280137,40.7048809619593
2334,a6908742-908a-46d0-939c-61691cd51f65,SELF-RESCUED,,Mobile_and_Responsive,aec4fb2b-38cb-4a1d-814c-5258a803e979,2/2/2020 4:31:30 PM,H821382,2/2/2020 4:31:30 PM,H821382,2905c491-9706-4dcb-8738-5a51759c8bd0,Larimer_County_SAR,8/5/2018 3:40:00 PM,,,-105.712279964104,40.9528235569706
2335,cf6b4a39-559b-495a-89fe-bb57cef19357,PATROL,,Mobile_and_Responsive,7020e03e-3a88-4560-9f9e-2e42e8686fde,2/2/2020 5:11:23 PM,H821382,2/2/2020 5:11:23 PM,H821382,04f63213-0240-4e33-b00a-fe8d01992759,Larimer_County_SAR,8/30/2018 8:42:00 PM,,,-105.53890655876,40.3208342479806
2336,5f23964a-675f-4f08-882e-934eff740e43,"GRID_SEARCH,GROUND_TEAM,TECH_RESCUE_TEAM",,Immobile_and_Unresponsive,f2aacbe2-a623-4bcc-8f7a-25c21efb48cf,2/3/2020 10:37:50 PM,G58155,6/5/2021 7:07:42 AM,MRA_Admin,8f746b74-3d14-4efb-9f9b-a84ed9a4352b,Portland_Mtn_Rescue_Unit,1/31/2020 12:00:00 AM,,,-122.907300000215,45.796059999962
2337,54a0e934-be94-47a2-875b-34e4f7a722c8,GROUND_TEAM,,Mobile_and_Responsive,78d851e8-3a09-4576-855f-48472efefd6b,2/3/2020 10:56:17 PM,G58155,6/5/2021 7:07:42 AM,MRA_Admin,a0e435e2-8c9f-475e-a0fe-5867f48de595,Portland_Mtn_Rescue_Unit,1/15/2019 8:00:00 AM,,,-121.71962999959,45.3602100002079
2338,38e765c2-47f0-4c77-8f86-d79c0d07cf62,GROUND_TEAM,,Mobile_and_Responsive,ce9f91e4-a07f-4e43-82ab-ad84ced20430,2/4/2020 1:12:12 AM,G58155,6/5/2021 7:07:42 AM,MRA_Admin,db148496-fbc8-4a67-8186-ce0855fbe880,Portland_Mtn_Rescue_Unit,10/2/2019 12:00:00 AM,,,-121.826529999897,45.3185800000008
2339,5db32903-e5d0-4b09-8b83-11a7fc2876e4,"AIRCRAFT-UAV,GROUND_TEAM",,Immobile_and_Unresponsive,48c7de3f-4347-4a05-808f-3bd63ca4533e,2/4/2020 2:37:18 AM,E60135,2/4/2020 2:37:18 AM,E60135,c2fa65ef-7795-49c5-a2c2-202845b754b7,Idaho_Mtn_SAR,1/24/2020 8:46:00 AM,,,-115.437499999564,43.1478999999218
2340,1dc3b29b-2c53-4b89-874a-86eb976b66a0,"GRID_SEARCH,GROUND_TEAM",,Mobile_and_Responsive,5a9be60d-3106-4b28-8824-b98efccaa622,2/4/2020 6:08:23 AM,G58155,6/5/2021 7:07:43 AM,MRA_Admin,63a5ae6f-5fa6-4e28-bbee-7ad5be9bf68c,Portland_Mtn_Rescue_Unit,10/26/2017 12:00:00 AM,,,-121.969619999559,45.295149999922
2341,89b17648-882f-46ab-8522-024633ea345f,GROUND_TEAM,,Immobile_and_Responsive,b03c9e95-d0e2-4f5c-8dec-6dfc3dbff197,2/4/2020 11:57:56 PM,G58155,6/5/2021 7:07:43 AM,MRA_Admin,003396f6-eab6-40a0-ae89-81e1aeae3c03,Portland_Mtn_Rescue_Unit,2/2/2013 12:00:00 AM,,,-121.753399999553,45.3198800002119
2342,4d445da6-e95c-41ca-8028-e42ee5bc8e9a,GROUND_TEAM,,Mobile_and_Responsive,0828148c-cf98-4c25-8f9c-c5b82c32636e,2/5/2020 12:07:52 AM,G58155,6/5/2021 7:07:43 AM,MRA_Admin,b52b73df-e211-43cb-be18-646194c2b6d0,Portland_Mtn_Rescue_Unit,2/24/2013 12:00:00 AM,,,-121.713341726126,45.3308303918008
2343,dcdd717b-00cf-4a39-8773-9e397bcdb024,"AIRCRAFT-FIXED_WING,AIRCRAFT-HELICOPTER",,Immobile_and_Responsive,1208980b-d7d5-4ab9-8c1c-78343ee866ba,2/5/2020 12:52:32 AM,G58155,6/5/2021 7:07:43 AM,MRA_Admin,0f1e21c8-d501-46ab-bb66-88111adcf281,Portland_Mtn_Rescue_Unit,3/29/2013 12:00:00 AM,,,-121.753560000285,45.3683299997771
2344,0dc95bf0-1bab-4143-87bf-004a665d831a,GROUND_TEAM,,Mobile_and_Responsive,0731f3e9-00c6-41fa-8f8a-a506a292aa9f,2/5/2020 6:23:32 AM,G58155,6/5/2021 7:07:43 AM,MRA_Admin,8ba9b31a-6b6c-438a-9ded-cf13226a5b37,Portland_Mtn_Rescue_Unit,12/22/2013 12:00:00 AM,,,-122.07535999995,45.5895600001663
2345,77a69a57-43c2-40fa-8dd5-6ff32a0c0748,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,e867522a-7f46-412e-8500-b104492bc446,2/6/2020 6:26:56 AM,A62103,2/6/2020 6:26:56 AM,A62103,b0be06eb-a4b2-4669-9e00-9ba245fb22cc,Alaska_Mtn_Rescue_Group,9/4/2019 7:09:00 PM,,,-149.067821718806,61.9080062028442
2346,15b7b48d-359a-4420-8924-ddb221238fdb,GROUND_TEAM,,Mobile_and_Responsive,866c8e1c-4b33-4a88-8343-e15c303db830,2/6/2020 6:30:26 AM,A62103,2/6/2020 6:30:26 AM,A62103,84fd81b9-88ab-4bfa-a8f7-35e30b8d2222,Alaska_Mtn_Rescue_Group,12/9/2019 1:00:00 PM,,,-149.412261110567,61.3972944440267
2347,292ddbee-ba22-420c-8475-c20e2913040e,"GROUND_TEAM,K9-HRD",,Immobile_and_Unresponsive,92c89786-26c7-4826-8b57-bdfe955dcdf1,2/6/2020 6:43:23 AM,A62103,2/6/2020 6:43:23 AM,A62103,496e0b65-7c28-475c-bed5-a99b608187a1,Alaska_Mtn_Rescue_Group,11/30/2019 7:16:00 PM,,,-150.152666666797,60.5038333330289
2348,5065addc-1aec-4714-80fc-fc54bdd2238f,GROUND_TEAM,,Mobile_and_Responsive,ad35016f-370e-438d-8ec8-5fc9c0bd8f12,2/6/2020 6:46:41 AM,A62103,2/6/2020 6:46:41 AM,A62103,c9709a5e-f29f-494c-8d24-8b86abd86699,Alaska_Mtn_Rescue_Group,12/1/2019 3:11:00 AM,,,-149.682605555961,61.1666277780501
2349,5fd88a10-cb4b-4175-8b9a-015ece25247d,GROUND_TEAM,,Mobile_and_Responsive,a056d440-1094-4bd7-89b9-25922e4c3c8e,2/10/2020 2:19:04 AM,C11219,2/10/2020 2:19:04 AM,C11219,42e6e490-f68b-4792-9044-da0e6b0771ac,Douglas_County_SAR_Nevada,1/3/2020 12:25:00 AM,,,-119.91167000026,38.9552800003087
2350,040bf4de-6e79-49de-8f57-5fcab47e38aa,"INVESTIGATIVE,SELF-RESCUED",,Mobile_and_Responsive,12ad1d98-aa87-49ab-8e69-c4ac85420783,2/10/2020 12:53:30 PM,B94176,2/10/2020 12:53:30 PM,B94176,169bc06e-2da9-44c3-9715-2bb79ffa0093,Stowe_Mtn_Rescue,2/9/2020 10:00:00 PM,,,-72.842390000314,44.5611900002638
2351,5fe46345-ede0-4873-8862-a1cfa42c3bef,GROUND_TEAM,,Immobile_and_Unresponsive,71b07da7-f272-4e89-a588-6a480ce58c64,2/11/2020 10:34:51 PM,I58170,2/11/2020 10:34:51 PM,I58170,,,,,,-121.928713323041,47.1498955287955
2353,334ebccf-566b-459d-acc3-6d5a19ec780f,GROUND_TEAM,,Mobile_and_Responsive,b62907fb-42a8-43b8-94ba-fa23c8c2a566,2/11/2020 10:34:56 PM,I58170,2/11/2020 10:34:56 PM,I58170,,,,,,-122.173381447248,47.6161200447287
2354,c5c1c1ba-61b7-44d8-8c53-a450c2f3fe5e,PASSERBY,,Mobile_and_Responsive,35164add-392c-42fa-80a8-d7b9c8002a43,2/17/2020 5:39:09 AM,D69116,2/17/2020 5:39:09 AM,D69116,decb9dd7-443c-4018-bec4-60e96d50926f,Central_Arizona_MRA,2/17/2020 1:00:00 AM,,,-111.821547726233,33.9356776771146
2355,9db2d807-11a3-4b70-ad81-5ef19d3a4741,GROUND_TEAM,,Mobile_and_Responsive,92bbcc71-bfa5-45da-b937-87899944eda8,2/17/2020 4:49:56 PM,I58170,2/17/2020 4:49:56 PM,I58170,,,,,,-121.396427683054,47.4877919672507
2356,4e240193-1866-4810-8ce1-16ceef84fc3f,GROUND_TEAM,,Mobile_and_Responsive,44e1ae94-b202-4ee7-8404-05a610cba388,2/22/2020 3:33:21 PM,H66144,2/22/2020 3:33:21 PM,H66144,69261f08-e0fe-4cbf-80a9-2f2051d18936,Mtn_Rescue_Aspen,2/18/2020 7:00:00 AM,,,-106.813515297884,39.1776558167994
2357,a84a3f2c-2bfb-45e4-8415-84ec3a522458,"GROUND_TEAM,SELF-RESCUED",,Mobile_and_Responsive,ab1de481-c9e8-46a4-8ccd-37d15bcddfff,2/22/2020 6:18:55 PM,H66144,2/22/2020 6:18:55 PM,H66144,8bf3139c-ebaf-42e7-b774-66130e015216,Mtn_Rescue_Aspen,2/14/2020 7:00:00 AM,,,-106.812622259304,39.1559975517408
2358,eb62dd54-4cf4-4278-89e3-1a448799c0fa,GROUND_TEAM,,Mobile_and_Responsive,17504b9d-fa55-41f7-831a-d1da8d443b23,2/22/2020 6:59:29 PM,H66144,2/22/2020 6:59:29 PM,H66144,8b897c10-d017-4e02-abc2-1fd96bb0bd44,Mtn_Rescue_Aspen,1/12/2020 7:00:00 AM,,,-106.914439999569,39.1961099997437
2359,5b6b2adf-44f6-4b03-8a21-9d18b7cffe52,GROUND_TEAM,,Mobile_and_Responsive,42b3d70e-ddda-48d1-8cf4-9bc4f51e32e2,2/22/2020 7:13:28 PM,H66144,2/22/2020 7:13:28 PM,H66144,ce101813-3244-410b-a001-dd5300876120,Mtn_Rescue_Aspen,1/27/2020 7:00:00 AM,,,-106.803060000328,39.2705600003182
2360,9862e075-22ce-4308-856d-44093f29d4a8,PASSERBY,,Mobile_and_Responsive,5c4b811c-56ef-44c2-8da1-e0d069fe21c2,3/3/2020 2:40:05 AM,MRA_Admin,3/3/2020 2:44:00 AM,MRA_Admin,6ce8b69e-dbc1-472d-ae69-dce1f7f4df1d,Douglas_County_SAR_CO,1/28/2019 3:45:00 PM,,,-104.810424999761,39.5468499998378
2361,7a18851b-1052-4075-805e-5e3fcbe7b87e,SELF-RESCUED,,Mobile_and_Responsive,2e78a8c2-1919-494c-b121-062b6d570fbc,3/3/2020 2:40:06 AM,MRA_Admin,3/3/2020 2:44:00 AM,MRA_Admin,3aceda46-f689-4362-802d-a271bae4b300,Douglas_County_SAR_CO,1/30/2019 4:48:00 PM,,,-104.969581999795,39.4378809997727
2362,e1f63245-1aad-44fb-9707-9970e6f8532a,SELF-RESCUED,,Mobile_and_Responsive,3a2eaf93-1b86-49cc-91ec-71e0b1e13292,3/3/2020 2:40:06 AM,MRA_Admin,3/3/2020 2:44:01 AM,MRA_Admin,7060a102-f14d-448e-a23e-8944d9aeb0b4,Douglas_County_SAR_CO,1/31/2019 10:57:00 PM,,,-104.882087000217,39.4618489997066
2363,68b72118-2969-4565-b089-0cc7a5899466,SELF-RESCUED,,Mobile_and_Responsive,21307279-3119-42f3-bda3-62b069d66a63,3/3/2020 2:40:07 AM,MRA_Admin,3/3/2020 2:44:01 AM,MRA_Admin,8ab15c8e-b8cd-4b7e-a5a9-9c7002362e72,Douglas_County_SAR_CO,2/19/2019 12:30:00 PM,,,-104.869527000256,39.5934070999899
2364,921bb0e1-a2e4-46b2-ae5b-b74941c65bf2,GROUND TEAM,,Mobile_and_Responsive,ae2b0739-7ecd-44c3-9474-699cc4aa9a2d,3/3/2020 2:40:07 AM,MRA_Admin,3/3/2020 2:44:01 AM,MRA_Admin,ad0ab35a-6f3c-4def-a834-711cb48db5c1,Douglas_County_SAR_CO,3/7/2019 5:51:00 PM,,,-104.940580000442,39.5254079998327
2365,e810d6c0-7053-4251-bffd-abb70806b743,,,Mobile_and_Responsive,a4661e73-890a-4d7f-8fbc-1e5696e2b5e6,3/3/2020 2:40:09 AM,MRA_Admin,3/3/2020 2:44:01 AM,MRA_Admin,3dd90032-c903-4278-880c-14e1de519054,Douglas_County_SAR_CO,3/26/2019 9:45:00 PM,,,-105.013100999617,39.544326999862
2366,942f07c9-299b-44b5-9480-989414d9e496,GROUND TEAM,,Mobile_and_Responsive,9b0fa36d-3222-48e2-9aba-a11ad3019ce2,3/3/2020 2:40:09 AM,MRA_Admin,3/3/2020 2:44:01 AM,MRA_Admin,a30ac2ef-45e7-417a-a9b3-1834c0664b24,Douglas_County_SAR_CO,4/15/2019 7:00:00 PM,,,-105.093305999985,39.2908140001925
2367,8face45f-9671-4f9f-8483-a65829474f2a,GROUND TEAM,,Mobile_and_Responsive,a215e131-1817-4a07-9919-72dceeab32c1,3/3/2020 2:40:09 AM,MRA_Admin,3/3/2020 2:44:01 AM,MRA_Admin,248b9395-8137-4834-a00d-6ec36c845f3c,Douglas_County_SAR_CO,5/14/2019 10:30:00 AM,,,-104.821489000245,39.5286080002065
2368,27838490-d5dd-4351-8d50-e5c4f0a883d2,OTHER,NOT FOUND,Mobile_and_Responsive,84374c7d-bd6b-432d-9a6f-9e73ffc5e06c,3/3/2020 2:40:12 AM,MRA_Admin,3/3/2020 2:44:01 AM,MRA_Admin,47bdc035-957b-4ccc-abe5-a38ba8f756e5,Douglas_County_SAR_CO,5/20/2019 5:38:00 PM,,,-104.793485700214,39.6530581000983
2369,3a11aa5c-ce68-4dec-a3b6-b809387a6256,GROUND TEAM,,Mobile_and_Responsive,0c2c1ed9-4e2d-434b-a27c-6273db929794,3/3/2020 2:40:13 AM,MRA_Admin,3/3/2020 2:44:02 AM,MRA_Admin,3922cf8f-c7d3-4ac7-b676-f431f84479dc,Douglas_County_SAR_CO,6/4/2019 3:00:00 PM,,,-105.104805999589,39.261112999895
2370,517f3cd9-2f6b-447b-bbde-2dafc6bab130,PASSERBY,,Mobile_and_Responsive,34a9f1a1-9a5e-4ead-a000-4d482c909c15,3/3/2020 2:40:13 AM,MRA_Admin,3/3/2020 2:44:02 AM,MRA_Admin,9b16b8cc-f289-494b-a3d3-30c725028564,Douglas_County_SAR_CO,6/29/2019 3:24:00 PM,,,-105.014694999902,39.5410189999981
2371,58a6d81d-9684-4db2-b980-5804e8e1d7c0,GROUND TEAM,,Mobile_and_Responsive,d901bd3c-b80f-4eb7-b56e-6beb05f6334a,3/3/2020 2:40:14 AM,MRA_Admin,3/3/2020 2:44:02 AM,MRA_Admin,9bd5cf7f-a3b5-40e0-955e-f9f6961c0496,Douglas_County_SAR_CO,7/4/2019 9:30:00 PM,,,-105.061700000219,39.242799999823
2372,76acd3e0-76b5-4b54-978a-6f18341f7506,GROUND TEAM,,Mobile_and_Responsive,e7776a8e-f0cf-412a-a711-3e046ade20c3,3/3/2020 2:40:14 AM,MRA_Admin,3/3/2020 2:44:02 AM,MRA_Admin,5de70804-a41d-409d-ab8f-ee96421de220,Douglas_County_SAR_CO,7/12/2019 3:18:00 PM,,,-105.100320599984,39.3336144703069
2373,99a5be99-2370-4d09-aa35-fe09ce797fcd,GROUND TEAM,,Mobile_and_Responsive,55b7c7b3-1413-4481-a31d-cf7598084ab5,3/3/2020 2:40:14 AM,MRA_Admin,3/3/2020 2:44:02 AM,MRA_Admin,854bbd5c-f39a-4c80-bce2-4ff80a7d4603,Douglas_County_SAR_CO,6/9/2019 9:18:00 PM,,,-104.889157000218,39.5260620000154
2374,797109bb-55fa-4d59-adc8-2567b280ffd0,PASSERBY,,Mobile_and_Responsive,66a418d6-c156-4f82-8c80-3e88b2df726e,3/3/2020 2:40:14 AM,MRA_Admin,3/3/2020 2:44:02 AM,MRA_Admin,69e0ed1c-7a52-415b-91f9-f44dd40a5532,Douglas_County_SAR_CO,7/10/2019 12:57:00 PM,,,-104.809124300315,39.5353222701677
2375,d11ea0bd-c45e-475c-9798-948ff157e81c,,,Mobile_and_Responsive,d4aca61a-7e14-4a57-936d-871d7d778d34,3/3/2020 2:40:15 AM,MRA_Admin,3/3/2020 2:44:03 AM,MRA_Admin,a1bd6e1f-7382-4f73-9e20-1ce314104213,Douglas_County_SAR_CO,5/5/2019 8:12:00 PM,,,-104.987964699765,39.5588197000493
2376,e0b9346b-228f-41e1-8b4f-905ef74c3896,PASSERBY,,Mobile_and_Responsive,5795a907-99b3-4ba9-a01f-646600f23ee3,3/3/2020 2:40:15 AM,MRA_Admin,3/3/2020 2:44:03 AM,MRA_Admin,4671b836-c61e-45e2-8b69-f01f50f2c111,Douglas_County_SAR_CO,4/3/2019 9:42:00 AM,,,-105.102736999826,39.5455250000728
2377,ec84e1de-b90a-4546-898e-0244b8a90f0b,SELF-RESCUED,,Mobile_and_Responsive,2eed0a86-d4f0-45a6-a784-bbc533cdd07a,3/3/2020 2:40:15 AM,MRA_Admin,3/3/2020 2:44:03 AM,MRA_Admin,67f37b96-68bb-4597-9970-a384af84124f,Douglas_County_SAR_CO,4/1/2019 7:30:00 PM,,,-104.847522600285,39.5348270999434
2378,af580f98-9e3f-4ecc-8e1d-c1a456603f16,SELF-RESCUED,,Mobile_and_Responsive,6e68d12f-ed49-41d1-9605-36043967bd1d,3/3/2020 2:40:15 AM,MRA_Admin,3/3/2020 2:44:03 AM,MRA_Admin,9a3ba667-8876-4be4-9e81-29ee24ded958,Douglas_County_SAR_CO,3/27/2019 5:18:00 PM,,,-104.903876000353,39.2479989997691
2379,7f40dc5c-d659-4788-ae0c-5500d630a431,GROUND TEAM,,Mobile_and_Responsive,6c310248-808b-49c6-ac86-78129d368fd2,3/3/2020 2:40:15 AM,MRA_Admin,3/3/2020 2:44:03 AM,MRA_Admin,033ed46a-6cba-4492-bc08-8a7af0379db1,Douglas_County_SAR_CO,3/24/2019 8:15:00 PM,,,-104.898516999914,39.562414000149
2380,077a4b28-19c8-40dd-9e1c-63cb0e1beaa9,SELF-RESCUED,,Mobile_and_Responsive,c964e77a-efac-49ac-877b-e50899e0a87a,3/3/2020 2:40:15 AM,MRA_Admin,3/3/2020 2:44:03 AM,MRA_Admin,ab6e7d05-0aff-4793-932d-804d20c51f10,Douglas_County_SAR_CO,8/5/2019 9:15:00 PM,,,-105.116773999896,39.258456000142
2381,d7fdc6e9-b30b-4a39-b1bb-a8801e1f362e,GROUND TEAM,,Immobile_and_Unresponsive,2e3d8d3d-c4c4-4235-b114-729104973ac4,3/3/2020 2:40:16 AM,MRA_Admin,3/3/2020 2:44:04 AM,MRA_Admin,ffd319c7-430b-4471-9581-0f3cd00cad57,Douglas_County_SAR_CO,7/27/2019 7:00:00 AM,,,-105.606399999903,37.5794000001684
2382,7118e3cd-9cbf-46f5-bd8d-b0faea97596d,GROUND TEAM,,Mobile_and_Responsive,5ddfc733-12d0-4528-90b0-c38e9a0849cd,3/3/2020 2:40:16 AM,MRA_Admin,3/3/2020 2:44:04 AM,MRA_Admin,5f65d7f4-264d-4092-8f0a-cffe98f05e23,Douglas_County_SAR_CO,8/11/2019 5:30:00 PM,,,-105.032549999829,39.3029699998481
2383,70197154-64f4-4cf8-a5af-1fffe6da3878,GROUND TEAM,,Mobile_and_Responsive,eff1db51-25f9-4b31-a3f7-57c9a507a307,3/3/2020 2:40:16 AM,MRA_Admin,3/3/2020 2:44:04 AM,MRA_Admin,a63b6efb-1c7b-4592-90d6-92cd6ac6eaa6,Douglas_County_SAR_CO,9/3/2019 12:35:00 AM,,,-105.076479999554,39.1495700001662
2384,567c1a10-aa37-4c38-a7b2-fbba37f3f467,SELF-RESCUED,,Mobile_and_Responsive,e0481406-a776-4e5e-80ef-30a96b7f6cc3,3/3/2020 2:40:16 AM,MRA_Admin,3/3/2020 2:44:04 AM,MRA_Admin,470fa8ae-e69d-4c1a-9af4-6d3921fedc0a,Douglas_County_SAR_CO,9/1/2019 2:00:00 PM,,,-105.100254699575,39.4681375999202
2385,3e73e0f9-3431-4ddc-9bbd-13a9cfbb6805,PASSERBY,,Mobile_and_Responsive,0d43c4f7-8b17-4c8e-8931-fee7ac27fee3,3/3/2020 2:40:16 AM,MRA_Admin,3/3/2020 2:44:04 AM,MRA_Admin,4fb6b9fa-fa87-49a0-9c2b-ecbd09f83c31,Douglas_County_SAR_CO,9/10/2019 4:00:00 PM,,,-105.021436200339,39.5781056498686
2386,801ac86b-ad68-4357-a901-fab81e5f04a2,GROUND TEAM,,Immobile_and_Responsive,622c0700-2ff7-4feb-b2c1-1a820a1b1d53,3/3/2020 2:40:16 AM,MRA_Admin,3/3/2020 2:44:04 AM,MRA_Admin,6a6021cd-a6af-45ae-996a-a149a0b1ddda,Douglas_County_SAR_CO,8/10/2019 2:13:00 AM,,,-104.909119000441,39.5572100001801
2387,727e3192-2662-4a96-b636-b283baf85780,PASSERBY,,Mobile_and_Responsive,d4552983-610f-45ef-8911-abb460e5133f,3/3/2020 2:40:17 AM,MRA_Admin,3/3/2020 2:44:05 AM,MRA_Admin,3caee841-58ab-4981-9e42-d3021fe27635,Douglas_County_SAR_CO,5/6/2019 4:17:00 PM,,,-105.02408399991,39.5420349999057
2388,1bcaa835-c1d9-472e-83e3-26902d9648a0,SELF-RESCUED,,Mobile_and_Responsive,a668665d-eeec-4c6c-8b55-dfdfc8b2b09a,3/3/2020 2:40:17 AM,MRA_Admin,3/3/2020 2:44:05 AM,MRA_Admin,91bbdbeb-ee61-4bc8-9ef6-93174bc319bc,Douglas_County_SAR_CO,9/15/2019 8:30:00 PM,,,-104.762224000441,39.5185359997335
2389,f727e11e-3a63-4b40-a1e6-f7ab031d33ba,PASSERBY,,Mobile_and_Responsive,7cff2e53-5dfb-492d-b325-8569db2fc5e6,3/3/2020 2:40:17 AM,MRA_Admin,3/3/2020 2:44:05 AM,MRA_Admin,60df131e-5310-40d9-94cf-8824fca69317,Douglas_County_SAR_CO,9/26/2019 5:28:00 PM,,,-105.595002000407,39.4375949996599
2390,5ced6535-fa20-45df-ae70-19856030b035,SELF-RESCUED,,Mobile_and_Responsive,5caa9eac-71b7-4612-bd8d-a22c735810dd,3/3/2020 2:40:17 AM,MRA_Admin,3/3/2020 2:44:05 AM,MRA_Admin,8d3840c1-e4e9-470d-818f-33b38296b650,Douglas_County_SAR_CO,10/3/2019 4:33:00 PM,,,-104.981673000126,39.5215150000668
2391,94a68fdb-dc05-4952-a804-1db3c9bda2e2,PASSERBY,,Mobile_and_Responsive,0d1f839d-df40-49fd-97ad-a14f641052b2,3/3/2020 2:40:17 AM,MRA_Admin,3/3/2020 2:44:05 AM,MRA_Admin,2d1f0986-96ed-4830-bd4d-97b93cfc0361,Douglas_County_SAR_CO,11/8/2019 8:42:00 PM,,,-104.917385000343,39.5320550001235
2392,8b72c9a0-061f-486f-81be-a1f030ed9a7d,SELF-RESCUED,,Mobile_and_Responsive,1d8128d3-1079-4be8-9bca-cf5dbc690bba,3/3/2020 2:40:17 AM,MRA_Admin,3/3/2020 2:44:06 AM,MRA_Admin,69e4d09a-45a8-4db5-a354-03588ab4a700,Douglas_County_SAR_CO,12/1/2019 7:30:00 PM,,,-104.795003899756,39.532334100026
2393,391c89e2-b58b-4418-8f03-0d7b578065c4,SELF-RESCUED,,Mobile_and_Responsive,e495085b-0c3e-4c2a-9a91-1e364248053e,3/3/2020 2:40:18 AM,MRA_Admin,3/3/2020 2:44:06 AM,MRA_Admin,012e2824-67f8-4dff-8c07-b1b332b197b9,Douglas_County_SAR_CO,12/2/2019 4:45:00 PM,,,-104.900486999942,39.483437000258
2394,79bed3e0-f8aa-4ab3-8378-65b6f70e494d,SELF-RESCUED,,Mobile_and_Responsive,9857d34a-54b1-4aab-8161-df3bd8bd4dba,3/4/2020 7:06:02 PM,H13227,3/4/2020 7:06:02 PM,H13227,5ece0783-e7c3-42ed-9b9c-c770e804d98f,Chaffee_County_SAR_North,11/22/2019 11:44:00 PM,,,-106.457029660758,39.0721343069732
2395,43f2ed5c-b6ab-421a-82cc-3e0f01c9128b,SELF-RESCUED,,Mobile_and_Responsive,12a9a66a-a3e9-46cf-8596-9149f83d049c,3/8/2020 2:40:45 PM,H13227,3/8/2020 2:40:45 PM,H13227,097f6090-d729-49b9-a7e4-065a8b61fe7e,Chaffee_County_SAR_North,7/19/2019 1:24:00 PM,,,-106.291223000411,38.8464399997813
2396,3e00218b-ec74-46d2-8b15-739236b5bf83,GROUND_TEAM,,Mobile_and_Responsive,b031b991-b742-42c0-80b8-4a8fbb4b3a99,3/8/2020 2:59:02 PM,H13227,3/8/2020 2:59:02 PM,H13227,d4c9a064-5c30-4075-ba2d-72958e32e459,Chaffee_County_SAR_North,7/23/2019 7:49:00 PM,,,-106.230580000233,38.7660499997256
2397,dcb8c2c6-33f3-4f12-8f27-2a005f178d07,GROUND_TEAM,,Mobile_and_Responsive,565cdfea-24a0-4f2a-89be-3b56660cb336,3/10/2020 5:40:11 PM,B94176,3/10/2020 5:40:11 PM,B94176,e01522fb-3cfb-4f71-a362-cc611da6a3b7,Stowe_Mtn_Rescue,3/7/2020 7:30:00 AM,,,-72.7562599997932,44.4221499998794
2398,83e88d18-2287-4ace-b453-af53866fde25,GROUND_TEAM,,Mobile_and_Responsive,d65d999f-fc04-4cda-b116-342d8f2a30ef,3/14/2020 3:45:05 PM,H23529,3/14/2020 3:45:05 PM,H23529,ce30b9d6-4e99-4df7-aa52-430bbb27a8ef,Garfield_County_SAR,6/11/2019 8:45:00 PM,,,-107.209485022376,39.3944702010698
2399,aa959139-b9d5-4e08-866b-56701e08bbfa,GROUND_TEAM,,Immobile_and_Unresponsive,a85cf0f3-6470-4e60-8d5f-130dc6b37fe2,3/14/2020 4:46:19 PM,H23529,3/14/2020 4:46:19 PM,H23529,f05f89e1-faf8-44b2-8d56-51667693af2d,Garfield_County_SAR,8/1/2019 5:00:00 AM,,,-107.209380759413,39.394538460958
2400,2f39d4d0-4fac-4cae-b2af-518dff75b6c9,INVESTIGATIVE,,Mobile_and_Responsive,cce2cf7e-4adc-404b-bab4-de2cd61d5bf1,3/14/2020 4:57:33 PM,H23529,3/14/2020 4:57:33 PM,H23529,2e047069-698c-40b1-abb7-b5129a363449,Garfield_County_SAR,8/19/2019 12:00:00 PM,,,-107.209511964648,39.3941761871881
2401,de5fa296-2081-4f01-ac96-469c8394127e,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,346c2f31-a5f2-4047-ae45-8d11bfb7ace9,3/14/2020 5:05:12 PM,H23529,3/14/2020 5:05:12 PM,H23529,fe60a0bc-a599-4b51-91df-5eb1f0db216b,Garfield_County_SAR,3/14/2020 10:45:00 PM,,,-107.209583498393,39.394271282265
2402,38e7b842-11d9-43b2-be8f-8772a25507d4,GROUND_TEAM,,Mobile_and_Responsive,16c019f4-8e49-453c-9618-c2627cbd017d,3/14/2020 6:35:29 PM,H23529,3/14/2020 6:35:29 PM,H23529,203b9f9d-a101-4697-95c4-94f28bee51dd,Garfield_County_SAR,9/8/2019 4:00:00 AM,,,-107.209630073345,39.3947774710487
